timestamp,action_value
2024-11-12 17:28:01.144,-1
2024-11-12 17:28:02.159,-1
2024-11-12 17:28:03.170,1
2024-11-12 17:28:04.170,1
2024-11-12 17:28:05.182,1
2024-11-12 17:28:06.182,2
2024-11-12 17:28:07.183,2
2024-11-12 17:28:08.187,2
2024-11-12 17:28:09.197,3
2024-11-12 17:28:10.212,3
2024-11-12 17:28:11.226,3
2024-11-12 17:28:12.236,4
2024-11-12 17:28:13.249,4
2024-11-12 17:28:14.251,4
2024-11-12 17:28:15.266,4
2024-11-12 17:28:16.274,4
2024-11-12 17:28:17.289,1
2024-11-12 17:28:18.300,1
2024-11-12 17:28:19.307,1
2024-11-12 17:28:20.319,2
2024-11-12 17:28:21.319,2
2024-11-12 17:28:22.324,2
2024-11-12 17:28:23.335,3
2024-11-12 17:28:24.348,3
2024-11-12 17:28:25.362,3
2024-11-12 17:28:26.377,4
2024-11-12 17:28:27.377,4
2024-11-12 17:28:28.392,4
2024-11-12 17:28:29.402,4
2024-11-12 17:28:30.413,4
2024-11-12 17:28:31.413,1
2024-11-12 17:28:32.429,1
2024-11-12 17:28:33.441,1
2024-11-12 17:28:34.456,2
2024-11-12 17:28:35.459,2
2024-11-12 17:28:36.470,2
2024-11-12 17:28:37.483,3
2024-11-12 17:28:38.493,3
2024-11-12 17:28:39.508,3
2024-11-12 17:28:40.520,4
2024-11-12 17:28:41.533,4
2024-11-12 17:28:42.535,4
2024-11-12 17:28:43.536,4
2024-11-12 17:28:44.548,4
2024-11-12 17:28:45.557,1
2024-11-12 17:28:46.572,1
2024-11-12 17:28:47.572,1
2024-11-12 17:28:48.582,2
2024-11-12 17:28:49.596,2
2024-11-12 17:28:50.597,2
2024-11-12 17:28:51.612,3
2024-11-12 17:28:52.625,3
2024-11-12 17:28:53.630,3
2024-11-12 17:28:54.640,4
2024-11-12 17:28:55.651,4
2024-11-12 17:28:56.656,4
2024-11-12 17:28:57.669,5
2024-11-12 17:30:31.244,-1
2024-11-12 17:30:32.249,-1
2024-11-12 17:30:33.251,1
2024-11-12 17:30:34.255,1
2024-11-12 17:30:35.258,1
2024-11-12 17:30:36.260,2
2024-11-12 17:30:37.269,2
2024-11-12 17:30:38.277,2
2024-11-12 17:30:39.278,3
2024-11-12 17:30:40.291,3
2024-11-12 17:30:41.301,3
2024-11-12 17:30:42.312,4
2024-11-12 17:30:43.324,4
2024-11-12 17:30:44.325,4
2024-11-12 17:30:45.335,4
2024-11-12 17:30:46.339,4
2024-11-12 17:30:47.351,1
2024-11-12 17:30:48.355,1
2024-11-12 17:30:49.362,1
2024-11-12 17:30:50.373,2
2024-11-12 17:30:51.388,2
2024-11-12 17:30:52.393,2
2024-11-12 17:30:53.403,3
2024-11-12 17:30:54.418,3
2024-11-12 17:30:55.426,3
2024-11-12 17:30:56.440,4
2024-11-12 17:30:57.451,4
2024-11-12 17:30:58.454,4
2024-11-12 17:30:59.466,4
2024-11-12 17:31:00.468,4
2024-11-12 17:31:01.474,1
2024-11-12 17:31:02.475,1
2024-11-12 17:31:03.488,1
2024-11-12 17:31:04.499,2
2024-11-12 17:31:05.514,2
2024-11-12 17:31:06.527,2
2024-11-12 17:31:07.533,3
2024-11-12 17:31:08.546,3
2024-11-12 17:31:09.547,3
2024-11-12 17:31:10.554,4
2024-11-12 17:31:11.571,4
2024-11-12 17:31:12.575,4
2024-11-12 17:31:13.576,4
2024-11-12 17:31:14.576,4
2024-11-12 17:31:15.577,1
2024-11-12 17:31:16.590,1
2024-11-12 17:31:17.602,1
2024-11-12 17:31:18.602,2
2024-11-12 17:31:19.614,2
2024-11-12 17:31:20.626,2
2024-11-12 17:31:21.630,3
2024-11-12 17:31:22.642,3
2024-11-12 17:31:23.642,3
2024-11-12 17:31:24.656,4
2024-11-12 17:31:25.666,4
2024-11-12 17:31:26.679,4
2024-11-12 17:31:27.688,5
