timestamp,action_value
2024-09-29 19:28:30.307,-1
2024-09-29 19:28:31.307,-1
2024-09-29 19:28:32.308,-1
2024-09-29 19:28:33.308,-1
2024-09-29 19:28:34.309,1
2024-09-29 19:28:35.309,1
2024-09-29 19:28:36.309,1
2024-09-29 19:28:37.312,1
2024-09-29 19:28:38.313,1
2024-09-29 19:28:39.314,2
2024-09-29 19:28:40.314,2
2024-09-29 19:28:41.314,2
2024-09-29 19:28:42.315,2
2024-09-29 19:28:43.316,2
2024-09-29 19:28:44.317,3
2024-09-29 19:28:45.317,3
2024-09-29 19:28:46.318,3
2024-09-29 19:28:47.318,3
2024-09-29 19:28:48.319,3
2024-09-29 19:28:49.319,4
2024-09-29 19:28:50.319,4
2024-09-29 19:28:51.320,4
2024-09-29 19:28:52.322,4
2024-09-29 19:28:53.326,4
2024-09-29 19:28:54.327,5
2024-09-29 19:28:55.327,5
2024-09-29 19:28:56.327,5
2024-09-29 19:28:57.328,5
2024-09-29 19:28:58.328,5
2024-09-29 19:28:59.328,5
2024-09-29 19:29:00.329,5
2024-09-29 19:29:01.329,5
2024-09-29 19:29:02.329,5
2024-09-29 19:29:03.330,5
2024-09-29 19:29:04.330,5
2024-09-29 19:29:05.331,5
2024-09-29 19:29:06.332,5
2024-09-29 19:29:07.332,5
2024-09-29 19:29:08.332,5
2024-09-29 19:29:09.333,5
2024-09-29 19:29:10.333,5
2024-09-29 19:29:11.333,5
2024-09-29 19:29:12.334,5
2024-09-29 19:29:13.334,5
2024-09-29 19:29:14.335,5
2024-09-29 19:29:15.335,5
2024-09-29 19:29:16.335,5
2024-09-29 19:29:17.337,5
2024-09-29 19:29:18.337,5
2024-09-29 19:29:19.338,5
2024-09-29 19:29:20.338,5
2024-09-29 19:29:21.338,5
2024-09-29 19:29:22.339,5
2024-09-29 19:29:23.340,5
2024-09-29 19:29:24.341,5
2024-09-29 19:29:25.341,5
2024-09-29 19:29:26.341,5
2024-09-29 19:29:27.342,5
2024-09-29 19:29:28.342,5
2024-09-29 19:29:29.342,5
2024-09-29 19:29:30.342,5
2024-09-29 19:29:31.343,5
2024-09-29 19:29:32.343,5
2024-09-29 19:29:33.344,5
2024-09-29 19:29:34.344,5
2024-09-29 19:29:35.344,5
2024-09-29 19:29:36.345,5
2024-09-29 19:29:37.345,5
2024-09-29 19:29:38.345,5
2024-09-29 19:29:39.346,5
2024-09-29 19:29:40.346,5
2024-09-29 19:29:41.346,5
2024-09-29 19:29:42.347,5
2024-09-29 19:29:43.348,5
2024-09-29 19:29:44.348,5
2024-09-29 19:29:45.348,5
2024-09-29 19:29:46.349,5
2024-09-29 19:29:47.351,5
2024-09-29 19:29:48.351,5
2024-09-29 19:29:49.351,5
2024-09-29 19:29:50.351,5
2024-09-29 19:29:51.352,5
