timestamp,device_id,x,y,z,pitch,roll,acceleration,inclination
2024-11-12 17:12:34.274,83c8c23779fed513bf54b2caa651454b,-0.04,-0.91,-0.28,-2.17,-72.96,0.95,-92.27
2024-11-12 17:12:34.474,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.3,-0.72,-72,0.96,-90.75
2024-11-12 17:12:34.579,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.29,-0.48,-72.24,0.96,-90.5
2024-11-12 17:12:34.689,83c8c23779fed513bf54b2caa651454b,0,-0.92,-0.29,-0.24,-72.39,0.97,-90.25
2024-11-12 17:12:34.775,83c8c23779fed513bf54b2caa651454b,0.01,-0.91,-0.3,0.48,-71.94,0.96,-89.5
2024-11-12 17:12:34.875,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.29,-0.72,-72.39,0.95,-90.76
2024-11-12 17:12:34.974,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.29,0,-72.33,0.95,-90
2024-11-12 17:12:35.079,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.29,-0.24,-72.17,0.95,-90.25
2024-11-12 17:12:35.175,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.29,-0.48,-72.4,0.95,-90.5
2024-11-12 17:12:35.275,83c8c23779fed513bf54b2caa651454b,0.01,-0.91,-0.27,0.48,-73.39,0.95,-89.5
2024-11-12 17:12:35.410,83c8c23779fed513bf54b2caa651454b,-0.02,-0.92,-0.29,-0.95,-72.37,0.97,-91
2024-11-12 17:12:35.475,83c8c23779fed513bf54b2caa651454b,-0.02,-0.92,-0.3,-0.95,-72.07,0.96,-91
2024-11-12 17:12:35.584,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.33,0.95,-90.51
2024-11-12 17:12:35.675,83c8c23779fed513bf54b2caa651454b,-0.02,-0.91,-0.29,-1.2,-72.21,0.96,-91.26
2024-11-12 17:12:35.775,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.28,-0.24,-72.86,0.95,-90.25
2024-11-12 17:12:35.937,83c8c23779fed513bf54b2caa651454b,0,-0.92,-0.3,0,-71.87,0.96,-90
2024-11-12 17:12:36.040,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.31,-0.48,-71.18,0.96,-90.51
2024-11-12 17:12:36.164,83c8c23779fed513bf54b2caa651454b,-0.01,-0.92,-0.3,-0.71,-71.63,0.97,-90.75
2024-11-12 17:12:36.185,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.56,0.95,-90.51
2024-11-12 17:12:36.276,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.3,0,-71.87,0.95,-90
2024-11-12 17:12:36.376,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.3,0,-71.72,0.96,-90
2024-11-12 17:12:36.476,83c8c23779fed513bf54b2caa651454b,0.01,-0.89,-0.3,0.49,-71.64,0.94,-89.49
2024-11-12 17:12:36.589,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.28,0,-72.63,0.95,-90
2024-11-12 17:12:36.676,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.29,-0.24,-72.1,0.95,-90.25
2024-11-12 17:12:36.776,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.3,-0.24,-71.56,0.96,-90.25
2024-11-12 17:12:36.876,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.29,-0.48,-72.17,0.95,-90.5
2024-11-12 17:12:36.989,83c8c23779fed513bf54b2caa651454b,-0.01,-0.91,-0.29,-0.72,-72.23,0.96,-90.75
2024-11-12 17:12:37.088,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.79,0.95,-90.51
2024-11-12 17:12:37.176,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.3,-0.24,-71.79,0.96,-90.25
2024-11-12 17:12:37.276,83c8c23779fed513bf54b2caa651454b,0,-0.92,-0.31,-0.24,-71.41,0.97,-90.25
2024-11-12 17:12:37.376,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.3,-0.24,-71.79,0.96,-90.25
2024-11-12 17:12:37.476,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.56,0.95,-90.51
2024-11-12 17:12:37.582,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.3,-0.24,-71.72,0.94,-90.26
2024-11-12 17:12:37.677,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.41,0.95,-90.51
2024-11-12 17:12:37.777,83c8c23779fed513bf54b2caa651454b,0,-0.89,-0.3,0,-71.41,0.94,-90
2024-11-12 17:12:37.877,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.31,-0.24,-71.11,0.96,-90.25
2024-11-12 17:12:37.977,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.32,-0.24,-70.58,0.96,-90.25
2024-11-12 17:12:38.080,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.3,-0.48,-71.25,0.95,-90.51
2024-11-12 17:12:38.177,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.3,-0.24,-71.56,0.95,-90.25
2024-11-12 17:12:38.277,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.31,-0.24,-71.11,0.95,-90.25
2024-11-12 17:12:38.377,83c8c23779fed513bf54b2caa651454b,0,-0.91,-0.3,0,-72.02,0.96,-90
2024-11-12 17:12:38.477,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.31,-0.24,-70.88,0.95,-90.25
2024-11-12 17:12:38.581,83c8c23779fed513bf54b2caa651454b,0,-0.9,-0.31,-0.24,-71.03,0.95,-90.26
2024-11-12 17:12:38.677,83c8c23779fed513bf54b2caa651454b,-0.01,-0.9,-0.32,-0.72,-70.72,0.96,-90.76
