arbitrary_time,CP3,C3,F5,PO3,PO4,F6,C4,CP4
707.452572418,1840.0625,3240.3095703125,-2638.287841796875,67730.5390625,77182.4453125,-21627.1875,-17133.615234375,-8343.6142578125
707.452889426,2012.5955810546875,33420.9296875,36200.43359375,70295.6015625,81115.234375,35742.984375,36366.12890625,-8129.171875
707.453297561,2305.559814453125,22556.908203125,25759.064453125,66794.4453125,75082.609375,30797.056640625,32306.873046875,-7978.02978515625
707.453670445,2220.53369140625,-10753.4453125,-15994.8173828125,63256.34375,69519.5703125,-28922.52734375,-23051.306640625,-8133.73193359375
707.453985202,1854.8145751953125,-5918.22705078125,-13592.3623046875,66256.0625,74771.1328125,-34801.4609375,-29362.74609375,-8363.865234375
707.454324961,1930.5198974609375,27949.892578125,28684.146484375,70232.234375,81115.234375,22811.78515625,24305.0390625,-8196.6962890625
707.454610718,2260.029296875,29989.109375,34274.33984375,68075.203125,77216.640625,40931.91796875,41543.125,-7970.98876953125
707.524336911,2291.142822265625,-2883.1064453125,-5586.63916015625,63837.109375,70356.7578125,-13211.01953125,-8282.3935546875,-8055.74658203125
707.524769546,1932.1292724609375,-12933.6787109375,-21524.927734375,64805.45703125,72344.8125,-43012.0390625,-36852.0078125,-8326.2470703125
707.525182431,1883.8494873046875,19948.52734375,18242.978515625,69662.0625,80267.515625,6841.64453125,9419.5830078125,-8250.20703125
707.52554844,2183.8544921875,34510.44140625,38999.5859375,69206.6953125,79160.7734375,44920.16015625,45089.4765625,-8007.33251953125
707.525881698,2317.4287109375,6458.2900390625,6255.380859375,64750.13671875,71792.9453125,4044.838134765625,7738.240234375,-8018.59814453125
707.526214331,2033.04736328125,-16112.1640625,-24446.7265625,63682.94921875,70432.1953125,-44240.421875,-37753.76953125,-8275.21875
707.52657034,1841.202392578125,10578.6328125,6376.81787109375,68676.3515625,78713.984375,-9835.056640625,-6130.7919921875,-8317.462890625
707.526912473,2080.3212890625,35306.453125,39099.43359375,70006.1953125,80586.3671875,42035.84765625,42296.55859375,-8077.74072265625
707.527277607,2318.166259765625,15981.673828125,17921.91796875,65873.109375,73610.4765625,20407.318359375,22815.271484375,-7988.22216796875
707.52762049,2150.125732421875,-14626.287109375,-21493.412109375,63187.6796875,69531.171875,-37847.109375,-31528.427734375,-8188.31494140625
707.527951748,1835.3685302734375,856.4963989257812,-5521.46142578125,67372.6640625,76629.1015625,-25203.443359375,-20457.341796875,-8348.509765625
707.528349883,1990.46728515625,32248.265625,34557.37890625,70321.421875,81221.515625,32837.48046875,33654.4140625,-8141.91259765625
707.528690641,2296.775634765625,24605.982421875,28151.99609375,67124.0234375,75660.9609375,33822.92578125,35072.56640625,-7970.6533203125
707.529040775,2244.807861328125,-9023.6220703125,-13624.951171875,63356.66015625,69670.7109375,-25261.447265625,-19602.3203125,-8109.4580078125
707.52945291,1873.791259765625,-7946.6474609375,-15933.0595703125,65893.828125,74188.09375,-37373.296875,-31729.392578125,-8352.2646484375
707.529857795,1917.4442138671875,26078.1796875,26250.51171875,70127.8984375,81009.75,19015.923828125,20756.87890625,-8206.822265625
707.534360779,2239.711669921875,31285.353515625,35746.5390625,68362.0,77749.125,42494.1015625,42924.93359375,-7976.35302734375
707.534724163,2297.848388671875,-741.8989868164062,-2722.71044921875,64041.09375,70698.0703125,-8946.9775390625,-4335.9921875,-8040.72607421875
707.535066796,1947.48486328125,-14204.8447265625,-22763.169921875,64491.4375,71832.9140625,-43978.90625,-37719.50390625,-8318.603515625
707.535431555,1861.989501953125,17626.740234375,15394.0693359375,69454.328125,79971.1328125,2751.141845703125,5584.82861328125,-8267.7080078125
707.535761813,2151.332763671875,34964.875,39434.10546875,69449.703125,79607.828125,44828.4296875,44965.421875,-8020.20751953125
707.536195699,2318.50146484375,8778.802734375,9198.970703125,65027.87890625,72247.2421875,8243.2998046875,11615.7080078125,-8000.15771484375
707.536563457,2060.875244140625,-16250.9677734375,-24234.8984375,63498.4140625,70111.1328125,-43303.125,-36838.3984375,-8246.7197265625
707.536914216,1836.0391845703125,8098.7958984375,3390.0439453125,68381.171875,78259.28125,-13813.9794921875,-9857.38671875,-8318.1337890625
707.5372726,2053.63330078125,34864.08984375,38411.17578125,70135.140625,80831.5859375,40318.8984375,40667.51953125,-8089.47509765625
707.537596358,2313.740478515625,18194.162109375,20638.390625,66181.4921875,74110.578125,24075.44140625,26171.921875,-7975.41455078125
707.537930866,2174.936279296875,-13707.09375,-20052.126953125,63170.3125,69458.6875,-35362.51171875,-29158.09375,-8158.7431640625
707.538240998,1841.4705810546875,-1501.7017822265625,-8344.1513671875,67024.9140625,76050.8828125,-28672.14453125,-23674.115234375,-8348.107421875
707.538576006,1967.1990966796875,30982.53125,32807.640625,70325.109375,81261.2109375,29733.494140625,30771.0390625,-8158.87744140625
707.538959391,2278.268310546875,26434.779296875,30258.8046875,67424.2265625,76192.84375,36367.66796875,37412.5234375,-7974.2744140625
707.53934115,2251.6474609375,-7216.61767578125,-11168.3828125,63470.7890625,69856.0546875,-21530.76171875,-16070.857421875,-8096.71728515625
707.539701909,1876.94287109375,-9845.31640625,-18087.41015625,65504.7734375,73543.2890625,-39694.078125,-33825.47265625,-8358.970703125
707.649493699,1894.0418701171875,24096.361328125,23678.138671875,69975.8125,80765.9375,15022.1142578125,17070.181640625,-8234.11328125
707.650053963,2213.426025390625,32524.869140625,37015.890625,68655.96875,78242.046875,43583.75,43964.625,-8000.828125
707.650685228,2300.463623046875,1596.1826171875,176.48934936523438,64259.55859375,71047.359375,-4757.7021484375,-372.02239990234375,-8046.6943359375
707.651104614,1976.0504150390625,-15102.6474609375,-23677.06640625,64188.81640625,71323.421875,-44572.546875,-38157.375,-8312.43359375
707.6515905,1855.686279296875,15349.4775390625,12423.8583984375,69217.8203125,79585.4296875,-1504.182861328125,1690.0599365234375,-8289.970703125
707.652356644,2128.533935546875,35331.265625,39610.4609375,69669.3046875,79968.9921875,44258.2578125,44468.8125,-8043.810546875
707.652956533,2322.658935546875,11183.537109375,12117.5498046875,65302.6015625,72667.4765625,12328.3046875,15443.01953125,-8000.76123046875
707.653589924,2089.708984375,-16021.4375,-23746.19921875,63355.85546875,69851.09375,-42058.84765625,-35542.7578125,-8232.7724609375
707.65423769,1833.2899169921875,5696.54248046875,362.3664245605469,68061.5234375,77744.5625,-17797.060546875,-13505.056640625,-8333.01953125
707.65485358,2029.962890625,34225.65625,37393.4140625,70215.3359375,80990.3046875,38163.67578125,38691.66796875,-8105.76953125
707.655432594,2307.10205078125,20394.578125,23219.212890625,66473.453125,74589.6171875,27497.26953125,29349.0,-7974.8779296875
707.656453868,2198.673828125,-12350.09765625,-18156.275390625,63193.8515625,69459.0234375,-32314.3828125,-26209.0703125,-8147.27685546875
707.657352015,1843.6834716796875,-3796.197509765625,-11070.6162109375,66640.890625,75400.921875,-31880.46875,-26603.826171875,-8363.7314453125
707.657891028,1939.237060546875,29550.43359375,30851.505859375,70279.84375,81183.15625,26419.22265625,27725.525390625,-8188.85107421875
707.658353915,2260.029296875,28196.587890625,32253.4296875,67719.0078125,76651.4296875,38706.421875,39576.53125,-7982.9248046875
707.659248061,2257.615234375,-5173.51171875,-8543.9755859375,63633.33203125,70074.453125,-17583.01953125,-12311.00390625,-8089.408203125
707.665639216,1877.881591796875,-11525.318359375,-19976.689453125,65126.58203125,72915.453125,-41570.55078125,-35497.16015625,-8364.6025390625
707.666102728,1864.4034423828125,22040.11328125,21002.703125,69805.359375,80502.8828125,11022.470703125,13366.3193359375,-8258.7900390625
707.666535363,2187.0732421875,33560.0,38110.03125,68920.5703125,78672.6796875,44456.67578125,44747.49609375,-8007.13134765625
707.66702775,2297.379150390625,3932.85595703125,3160.3798828125,64489.42578125,71389.671875,-408.50042724609375,3686.562255859375,-8036.36767578125
707.667537012,1981.7501220703125,-15871.033203125,-24323.009765625,63895.984375,70835.6015625,-44715.9765625,-38203.23828125,-8310.0869140625
707.668428909,1832.8204345703125,12911.4169921875,9410.6640625,68943.234375,79161.109375,-5636.7294921875,-2156.8984375,-8315.98828125
707.669146677,2094.469970703125,35316.04296875,39453.68359375,69829.5703125,80265.5703125,43349.39453125,43597.16015625,-8067.95068359375
707.669650189,2307.10205078125,13468.0419921875,14971.62109375,65579.40625,73126.671875,16352.7578125,19142.45703125,-8006.99755859375
707.670260204,2106.539794921875,-15549.8388671875,-22836.39453125,63251.31640625,69655.0234375,-40218.91796875,-33753.65625,-8227.5419921875
707.670902094,1820.616455078125,3229.983154296875,-2641.037109375,67729.1328125,77192.234375,-21593.525390625,-17030.955078125,-8360.78125
707.67175174,1993.9542236328125,33329.6640625,36055.4609375,70282.328125,81102.421875,35633.81640625,36331.796875,-8147.6123046875
707.672336629,2287.11962890625,22527.068359375,25676.853515625,66789.484375,75099.3046875,30696.67578125,32273.2109375,-7992.2451171875
707.672888642,2208.6650390625,-10772.220703125,-16075.5517578125,63251.65234375,69540.625,-29038.734375,-23104.212890625,-8140.30322265625
707.673517408,1846.5667724609375,-5770.50439453125,-13506.330078125,66277.1171875,74821.09375,-34691.08984375,-29182.8359375,-8369.900390625
707.673915292,1924.41796875,27956.53125,28608.306640625,70210.640625,81098.671875,22809.03515625,24376.853515625,-8205.681640625
707.674738437,2251.71435546875,29867.201171875,34056.87890625,68043.3515625,77199.4765625,40690.85546875,41388.765625,-7986.74658203125
707.774599237,2285.64453125,-2952.642822265625,-5671.8662109375,63816.99609375,70360.375,-13344.392578125,-8351.19140625,-8068.75537109375
707.775086874,1924.41796875,-12935.421875,-21489.92578125,64807.80078125,72374.515625,-42955.0390625,-36738.484375,-8338.451171875
707.776252527,1878.082763671875,19875.705078125,18266.447265625,69648.9921875,80257.796875,6987.28857421875,9601.2353515625,-8251.9501953125
707.776775665,2182.513427734375,34341.796875,38909.53125,69200.921875,79169.15625,44885.6953125,45109.66015625,-8001.36474609375
707.777283052,2321.5859375,6332.091796875,6202.87646484375,64766.765625,71837.875,3969.87060546875,7722.68310546875,-8004.8515625
707.777764564,2037.808349609375,-16172.3125,-24446.0546875,63711.984375,70499.046875,-44247.53125,-37714.609375,-8259.5947265625
707.778237575,1845.292724609375,10601.0283203125,6453.4619140625,68694.9921875,78771.3828125,-9707.7861328125,-5971.5361328125,-8300.1630859375
707.778725087,2079.583740234375,35308.734375,39131.6171875,70007.1953125,80598.90625,42119.265625,42411.2890625,-8066.94482421875
707.77926385,2312.734619140625,15867.1435546875,17824.619140625,65870.6953125,73621.4765625,20317.93359375,22766.12109375,-7989.8310546875
707.779748987,2139.128662109375,-14738.4033203125,-21581.0546875,63194.1171875,69553.1640625,-37915.70703125,-31540.029296875,-8199.3115234375
707.780251249,1823.36572265625,783.2720947265625,-5526.1552734375,67370.8515625,76633.390625,-25131.359375,-20318.806640625,-8367.8212890625
707.780718511,1972.3624267578125,32170.01171875,34606.53125,70301.3671875,81201.265625,32998.61328125,33872.140625,-8169.740234375
707.781396152,2274.4462890625,24424.330078125,28089.634765625,67093.984375,75645.0703125,33811.1875,35132.51171875,-8002.9072265625
707.781809787,2217.650390625,-9283.86328125,-13785.4140625,63332.05078125,69679.296875,-25387.64453125,-19667.431640625,-8145.66748046875
707.782415177,1844.0186767578125,-8145.46630859375,-16001.65625,65866.7421875,74196.875,-37339.56640625,-31663.611328125,-8390.5537109375
707.783120569,1893.170166015625,25892.705078125,26214.63671875,70090.4140625,80993.0546875,19143.26171875,20892.93359375,-8237.1982421875
707.795927505,2224.489990234375,31033.896484375,35617.92578125,68328.1328125,77742.890625,42451.25390625,42924.328125,-7997.60986328125
707.796865778,2282.559814453125,-984.1695556640625,-2835.02783203125,64024.59765625,70732.9375,-9030.9306640625,-4357.7177734375,-8066.14013671875
707.797515668,1932.8668212890625,-14382.072265625,-22797.369140625,64478.6953125,71871.8671875,-43936.4609375,-37607.3203125,-8340.462890625
707.7981068080001,1851.5289306640625,17464.599609375,15341.498046875,69421.0703125,79958.328125,2814.575927734375,5726.78466796875,-8281.0517578125
707.798750323,2144.426025390625,34783.2890625,39341.30078125,69416.7109375,79593.140625,44822.4609375,45031.60546875,-8029.99755859375
707.799510842,2313.0029296875,8622.4970703125,9135.3359375,65001.92578125,72260.5234375,8211.8515625,11650.845703125,-8008.13720703125
707.800508616,2061.7470703125,-16259.953125,-24208.412109375,63518.26171875,70190.9921875,-43266.4453125,-36717.36328125,-8246.18359375
707.802048653,1837.3802490234375,8149.8251953125,3461.055419921875,68394.515625,78298.3046875,-13675.041015625,-9635.634765625,-8315.1162109375
707.803656067,2055.64501953125,34777.92578125,38320.25,70122.6015625,80808.921875,40296.43359375,40723.578125,-8085.2509765625
707.806062626,2315.953369140625,18099.478515625,20496.97265625,66178.0078125,74114.796875,23927.71875,26114.791015625,-7973.0673828125
707.807336282,2177.149169921875,-13661.294921875,-20044.55078125,63188.15234375,69521.3125,-35355.94140625,-29062.13671875,-8159.3466796875
707.809775591,1845.0245361328125,-1395.3521728515625,-8257.4482421875,67037.7890625,76094.0703125,-28526.767578125,-23433.857421875,-8343.078125
707.81158051,1975.1787109375,31024.240234375,32829.96875,70313.9765625,81241.96875,29856.7421875,30983.26953125,-8148.751953125
707.813075671,2286.31494140625,26341.70703125,30141.123046875,67412.5625,76164.546875,36310.671875,37429.421875,-7967.16650390625
707.814752087,2262.041015625,-7246.99365234375,-11252.4033203125,63498.21484375,69912.046875,-21600.298828125,-16066.4990234375,-8090.68212890625
707.816860013,1884.92236328125,-9736.4853515625,-18014.453125,65549.234375,73641.3203125,-39558.29296875,-33622.96484375,-8355.4833984375
707.900313914,1892.0972900390625,24164.35546875,23734.80078125,69981.5859375,80810.8671875,15223.9501953125,17310.373046875,-8239.2099609375
707.901101058,2213.291748046875,32430.9921875,36905.05078125,68628.203125,78232.7265625,43593.13671875,44001.1015625,-8005.92431640625
707.901883702,2298.11669921875,1479.5064697265625,18.50724220275879,64249.30078125,71068.078125,-4857.8828125,-434.6519775390625,-8056.4169921875
707.902622345,1964.8521728515625,-15110.828125,-23740.701171875,64184.9921875,71373.78125,-44578.11328125,-38104.19921875,-8332.953125
707.903388864,1842.007080078125,15341.6318359375,12379.6689453125,69189.4609375,79596.8359375,-1413.9935302734375,1810.35693359375,-8309.6171875
707.903758373,2111.569091796875,35283.65625,39521.94921875,69629.0078125,79965.4375,44345.23046875,44557.4609375,-8064.32958984375
707.90466477,2308.443115234375,11144.51171875,12023.7392578125,65285.5703125,72715.0859375,12334.6748046875,15460.7890625,-8017.92724609375
707.905398913,2081.260009765625,-15972.15234375,-23771.814453125,63361.421875,69940.140625,-42017.140625,-35471.8125,-8247.994140625
707.906170681,1828.9312744140625,5791.828125,359.1477966308594,68066.1484375,77812.8984375,-17689.302734375,-13381.607421875,-8344.1513671875
707.90672457,2030.6334228515625,34278.765625,37326.55859375,70215.40625,81019.2734375,38244.34375,38762.078125,-8114.88916015625
707.907233832,2307.772705078125,20394.4453125,23057.341796875,66485.4609375,74642.859375,27390.451171875,29251.166015625,-7984.869140625
707.907868223,2198.807861328125,-12227.05078125,-18212.53515625,63216.91796875,69574.6875,-32374.666015625,-26238.91015625,-8155.994140625
707.908666242,1843.75048828125,-3566.734375,-11012.748046875,66656.984375,75501.296875,-31779.349609375,-26475.01171875,-8371.6435546875
707.909988774,1944.534423828125,29667.109375,30801.818359375,70275.0859375,81227.2109375,26466.630859375,27774.810546875,-8190.326171875
707.912945721,2264.455078125,28278.396484375,32179.1328125,67727.0546875,76719.625,38682.08203125,39555.2734375,-7987.35009765625
707.914010372,2267.8076171875,-5087.546875,-8579.783203125,63639.1640625,70146.46875,-17614.46875,-12341.3134765625,-8093.6328125
707.920331275,1894.31005859375,-11246.1669921875,-19805.833984375,65172.1796875,73047.078125,-41378.90625,-35290.76171875,-8363.5966796875
707.920706659,1882.776611328125,22186.96484375,21052.390625,69806.1640625,80575.9765625,11149.943359375,13500.0947265625,-8253.7607421875
707.921166296,2193.443359375,33519.43359375,37965.1953125,68891.0625,78716.265625,44368.23046875,44647.6484375,-8011.0205078125
707.92156918,2305.962158203125,3969.9375,3085.076904296875,64498.6796875,71492.203125,-503.2494812011719,3581.1513671875,-8035.697265625
707.922234196,1993.7530517578125,-15669.8671875,-24210.7578125,63933.53515625,70955.4921875,-44605.60546875,-38100.51171875,-8303.11328125
707.922801085,1848.3101806640625,13057.060546875,9487.509765625,68957.4453125,79247.609375,-5511.537109375,-2040.9598388671875,-8301.0341796875
707.923320223,2111.367919921875,35344.875,39401.046875,69829.3671875,80339.265625,43375.07421875,43594.34375,-8057.4228515625
707.923774984,2326.548095703125,13449.8701171875,14885.65625,65581.3515625,73209.484375,16270.8837890625,19045.96484375,-7996.0673828125
707.924331247,2124.443603515625,-15479.966796875,-22836.39453125,63276.39453125,69779.609375,-40267.1328125,-33796.234375,-8217.0810546875
707.924738257,1838.5872802734375,3395.006103515625,-2483.5244140625,67748.171875,77302.6015625,-21414.15234375,-16867.541015625,-8347.9736328125
707.925382398,2008.37109375,33427.5,36189.7734375,70278.90625,81166.2578125,35841.6875,36502.3828125,-8136.615234375
707.92586866,2296.50732421875,22368.818359375,25532.685546875,66771.3125,75146.78125,30558.33984375,32116.16796875,-7989.56298828125
707.926242669,2210.74365234375,-10901.97265625,-16140.86328125,63258.69140625,69643.359375,-29102.638671875,-23188.03125,-8149.08740234375
707.926746306,1844.6221923828125,-5871.08740234375,-13494.595703125,66280.203125,74926.234375,-34626.91796875,-29134.2890625,-8380.4951171875
707.927430948,1919.053466796875,27823.4921875,28643.578125,70193.4765625,81185.640625,22971.310546875,24480.990234375,-8211.7841796875
707.927825207,2242.93017578125,29708.818359375,34033.41015625,68028.53125,77286.0390625,40792.9140625,41426.65234375,-7990.099609375
708.023849289,2270.8251953125,-3101.237060546875,-5778.4169921875,63820.546875,70467.796875,-13421.908203125,-8458.94921875,-8077.875
708.024473929,1909.866943359375,-12927.7109375,-21469.7421875,64820.2734375,72490.1171875,-42906.6953125,-36729.296875,-8352.130859375
708.024855688,1859.5084228515625,19921.83984375,18267.720703125,69637.921875,80333.4375,7042.67626953125,9609.818359375,-8276.291015625
708.025296824,2160.78759765625,34269.30859375,38773.9453125,69167.265625,79191.75,44817.23046875,44968.91015625,-8035.16064453125
708.025693083,2298.92138671875,6218.09814453125,6041.2734375,64743.62890625,71888.96875,3814.90576171875,7500.66357421875,-8043.34130859375
708.026033842,2017.6917724609375,-16197.525390625,-24440.7578125,63706.0859375,70577.1640625,-44197.375,-37733.25,-8291.37890625
708.026543104,1827.3218994140625,10560.3935546875,6507.77685546875,68679.1015625,78817.25,-9528.1455078125,-5860.5595703125,-8333.01953125
708.026982115,2068.586669921875,35088.58984375,38996.50390625,69976.421875,80609.8359375,42092.98046875,42319.08984375,-8094.70556640625
708.027316748,2310.3876953125,15646.3310546875,17637.267578125,65867.6796875,73669.484375,20105.705078125,22515.333984375,-8003.5107421875
708.027795384,2141.60986328125,-14774.6796875,-21575.95703125,63224.29296875,69654.5546875,-37953.9296875,-31635.11328125,-8201.6591796875
708.028293647,1830.7418212890625,889.487548828125,-5407.66845703125,67403.9765625,76731.6953125,-25004.826171875,-20255.572265625,-8356.2880859375
708.02863553,1986.98046875,32204.2109375,34567.70703125,70309.75,81242.703125,32993.78515625,33795.296875,-8147.27685546875
708.029033415,2295.30029296875,24368.80859375,27927.96484375,67102.3671875,75677.0546875,33607.0078125,34868.11328125,-7974.2744140625
708.029460175,2244.53955078125,-9177.580078125,-13775.892578125,63377.78125,69773.171875,-25476.76171875,-19788.130859375,-8112.408203125
708.029912686,1874.2606201171875,-7879.123046875,-15816.0478515625,65924.4765625,74283.6484375,-37212.02734375,-31552.8359375,-8356.4892578125
708.030343946,1918.31591796875,26084.482421875,26286.654296875,70117.8359375,81013.5078125,19190.669921875,20936.853515625,-8213.728515625
708.035444695,2241.857421875,31159.7578125,35543.4921875,68342.3515625,77757.171875,42300.046875,42768.89453125,-7986.00927734375
708.046530089,2298.049560546875,-819.0125122070312,-2902.21728515625,64041.16015625,70778.6640625,-9218.55078125,-4571.95947265625,-8052.5947265625
708.046979725,1945.8756103515625,-14054.2392578125,-22668.0859375,64509.13671875,71937.3125,-43884.828125,-37613.21875,-8330.8740234375
708.047268107,1863.0623779296875,17789.68359375,15478.89453125,69447.1484375,79996.4140625,2941.243408203125,5789.54833984375,-8276.693359375
708.048903272,2147.041259765625,34959.98046875,39344.1171875,69413.6953125,79580.5390625,44814.01171875,44959.7890625,-8036.0322265625
708.049277781,2297.982666015625,8684.0537109375,9017.5869140625,64996.2265625,72268.5,7998.61572265625,11395.23046875,-8033.35009765625
708.049569163,2043.03857421875,-16150.18359375,-24219.140625,63516.85546875,70222.78125,-43343.08984375,-36841.078125,-8275.888671875
708.049892546,1831.010009765625,8277.8330078125,3546.55078125,68387.4765625,78311.453125,-13566.009765625,-9597.748046875,-8333.623046875
708.05025693,2043.7091064453125,34843.63671875,38356.125,70099.265625,80800.3359375,40384.6796875,40736.5859375,-8111.73779296875
708.050555312,2298.98828125,18086.001953125,20451.576171875,66153.734375,74105.609375,23864.3515625,25996.373046875,-8007.466796875
708.050928196,2153.947998046875,-13715.54296875,-20115.6953125,63170.6484375,69513.0703125,-35472.68359375,-29225.55078125,-8198.5068359375
708.051257079,1817.0625,-1391.7982177734375,-8208.7666015625,67015.2578125,76073.6875,-28447.77734375,-23428.224609375,-8389.5478515625
708.051519835,1942.791015625,30970.86328125,32834.39453125,70278.640625,81194.5546875,29924.9375,30962.146484375,-8199.37890625
708.051831343,2257.14599609375,26244.41015625,30074.134765625,67375.015625,76119.28125,36223.43359375,37277.07421875,-8009.81396484375
708.052229853,2229.8544921875,-7370.50927734375,-11356.205078125,63466.296875,69889.921875,-21780.20703125,-16285.970703125,-8132.72607421875
708.052495859,1857.4296875,-9713.2177734375,-17901.263671875,65526.96875,73630.859375,-39452.4765625,-33581.859375,-8388.876953125
708.149083954,1873.590087890625,24163.08203125,23808.896484375,69951.875,80741.9375,15338.5478515625,17358.384765625,-8260.935546875
708.149460963,2193.309326171875,32356.560546875,36862.671875,68607.2890625,78158.96875,43513.87890625,43879.80078125,-8025.37060546875
708.149803597,2277.463623046875,1461.8709716796875,9.387731552124023,64251.64453125,71051.1796875,-4991.9931640625,-590.689453125,-8073.3818359375
708.15014348,1953.5198974609375,-14995.0908203125,-23566.15625,64213.0234375,71390.546875,-44468.9453125,-38057.19140625,-8334.0927734375
708.150461363,1840.3306884765625,15449.5908203125,12560.650390625,69207.2265625,79583.7578125,-1229.25634765625,1926.764892578125,-8301.9736328125
708.150777495,2117.671142578125,35261.7265625,39518.86328125,69631.7578125,79922.1875,44298.08984375,44474.98046875,-8053.466796875
708.151123129,2308.979736328125,11035.14453125,11913.5673828125,65287.3828125,72686.1171875,12086.3017578125,15192.166015625,-8015.2451171875
708.151434136,2080.254150390625,-15967.123046875,-23726.619140625,63395.28515625,69959.7890625,-42083.390625,-35556.76953125,-8246.5859375
708.151812521,1828.9312744140625,5838.90087890625,543.9519653320312,68085.0625,77792.375,-17507.515625,-13234.01953125,-8339.45703125
708.15221678,2032.3768310546875,34220.359375,37392.67578125,70212.859375,80965.359375,38301.609375,38815.25390625,-8107.11083984375
708.152585164,2307.169189453125,20223.05078125,22993.974609375,66471.84375,74587.5390625,27240.24609375,29111.220703125,-7981.78466796875
708.152946048,2195.18701171875,-12408.837890625,-18256.857421875,63214.3671875,69535.1953125,-32496.37109375,-26384.353515625,-8152.373046875
708.15324993,1846.6339111328125,-3573.9765625,-10804.7421875,66673.078125,75492.984375,-31549.88671875,-26298.5234375,-8359.841796875
708.153566938,1947.08251953125,29603.072265625,30937.806640625,70270.59375,81166.9296875,26664.30859375,27931.25,-8182.81640625
708.153886696,2264.656005859375,28070.859375,32106.041015625,67712.1015625,76634.3984375,38578.61328125,39441.4140625,-7981.38232421875
708.154232204,2266.53369140625,-5261.22021484375,-8666.75390625,63656.93359375,70137.484375,-17790.01953125,-12520.484375,-8084.91552734375
708.158763689,1896.1876220703125,-11305.779296875,-19751.853515625,65203.6953125,73062.8359375,-41340.953125,-35279.36328125,-8354.0751953125
708.15919295,1879.9603271484375,22185.556640625,21178.923828125,69831.1796875,80541.9765625,11319.8603515625,13638.4296875,-8252.62109375
708.159645461,2186.2685546875,33463.375,37998.65234375,68905.2109375,78652.8984375,44401.82421875,44681.78125,-8020.0732421875
