timestamp,action_value
2024-09-29 17:13:02.964184,-1
2024-09-29 17:13:03.964580,-1
2024-09-29 17:13:04.964869,-1
2024-09-29 17:13:05.965126,-1
2024-09-29 17:13:06.965656,1
2024-09-29 17:13:07.966249,1
2024-09-29 17:13:08.966679,1
2024-09-29 17:13:09.966915,1
2024-09-29 17:13:10.967259,1
2024-09-29 17:13:11.967500,2
2024-09-29 17:13:12.967734,2
2024-09-29 17:13:13.967998,2
