46948.23627143,11659.6298828125,3164.939697265625,3865.934814453125,14234.55078125,14171.5849609375,40796.265625,-18725.57421875,-10088.3916015625
46948.236632813,11666.0,3172.986328125,3844.8125,14242.462890625,14192.7744140625,40751.7421875,-18717.86328125,-10082.1552734375
46948.240752288,11681.6240234375,3201.082275390625,3896.10986328125,14251.11328125,14229.521484375,40822.8203125,-18677.361328125,-10064.251953125
46948.241185424,11690.609375,3200.1435546875,3904.223388671875,14267.6083984375,14219.3955078125,40855.140625,-18678.166015625,-10055.2666015625
46948.241587058,11720.046875,3215.23095703125,3891.147705078125,14289.736328125,14224.0224609375,40827.4453125,-18679.23828125,-10030.1875
46948.242148447,11712.8046875,3219.9248046875,3893.360595703125,14283.9697265625,14244.072265625,40804.84765625,-18679.171875,-10036.5576171875
46948.242514706,11706.7021484375,3218.986083984375,3890.67822265625,14290.2060546875,14242.1943359375,40825.76953125,-18673.60546875,-10039.642578125
46948.242768337,11716.693359375,3224.9541015625,3898.121337890625,14292.955078125,14258.421875,40853.328125,-18664.15234375,-10032.6015625
46948.24309772,11697.248046875,3206.715087890625,3899.1943359375,14269.486328125,14215.640625,40863.51953125,-18679.373046875,-10049.298828125
46948.243392727,11687.4580078125,3200.613037109375,3875.054443359375,14250.978515625,14198.67578125,40827.109375,-18698.953125,-10064.05078125
46948.243658734,11663.0498046875,3173.925048828125,3817.856201171875,14232.337890625,14176.8828125,40768.16796875,-18715.91796875,-10085.0390625
46948.243963241,11649.83984375,3154.814208984375,3824.897216796875,14217.853515625,14194.048828125,40783.92578125,-18703.84765625,-10089.8671875
46948.24433325,11668.681640625,3173.321533203125,3854.8037109375,14233.41015625,14197.8037109375,40810.48046875,-18701.8359375,-10086.5810546875
46948.244626007,11690.005859375,3196.589599609375,3853.1943359375,14249.50390625,14198.9443359375,40784.1953125,-18697.947265625,-10078.19921875
46948.244872888,11689.06640625,3196.589599609375,3850.71337890625,14250.978515625,14225.498046875,40780.23828125,-18690.03515625,-10060.4296875
46948.245146895,11680.55078125,3189.682861328125,3856.8154296875,14249.369140625,14220.1337890625,40820.80859375,-18688.42578125,-10062.84375
46948.2453699,11681.6904296875,3191.76171875,3880.2177734375,14256.9462890625,14241.0546875,40855.80859375,-18669.44921875,-10049.6337890625
46948.245797786,11693.0234375,3203.63037109375,3878.2060546875,14263.7197265625,14283.2998046875,40827.51171875,-18672.064453125,-10042.525390625
46948.355859579,11711.865234375,3216.572021484375,3867.41015625,14273.576171875,14291.748046875,40808.9375,-18676.087890625,-10045.275390625
46948.356480344,11692.1513671875,3192.298095703125,3856.748291015625,14248.162109375,14303.2822265625,40818.39453125,-18695.599609375,-10072.9013671875
46948.356834103,11667.3408203125,3173.589599609375,3870.49462890625,14215.439453125,14310.9931640625,40846.5546875,-18710.6875,-10089.666015625
46948.357107234,11672.236328125,3168.828857421875,3860.771728515625,14224.291015625,14254.533203125,40823.48828125,-18718.33203125,-10076.8583984375
46948.357358115,11653.7958984375,3150.65673828125,3834.955322265625,14203.6376953125,14269.75390625,40775.546875,-18725.10546875,-10090.537109375
46948.357633372,11648.1630859375,3155.820068359375,3844.41015625,14191.2998046875,14268.4130859375,40797.94140625,-18716.857421875,-10097.7119140625
46948.357877128,11706.0986328125,3206.781982421875,3896.9814453125,14244.6083984375,14292.0166015625,40879.48046875,-18677.361328125,-10054.2607421875
46948.35816026,11723.4658203125,3226.22802734375,3873.1767578125,14246.28515625,14276.99609375,40866.875,-18681.51953125,-10046.28125
46948.358419141,11703.0810546875,3207.05029296875,3846.01953125,14230.52734375,14278.001953125,40827.3125,-18703.646484375,-10066.46484375
46948.358741899,11674.515625,3187.87255859375,3840.185791015625,14208.197265625,14287.658203125,40824.2265625,-18716.857421875,-10077.998046875
46948.359011655,11663.8544921875,3174.126220703125,3834.351806640625,14183.521484375,14271.966796875,40836.56640625,-18724.232421875,-10099.9921875
46948.359238536,11652.119140625,3154.07666015625,3827.579345703125,14164.0078125,14216.244140625,40861.84375,-18731.609375,-10117.2919921875
46948.359487667,11614.703125,3116.726806640625,3809.474365234375,14146.23828125,14203.0341796875,40827.84765625,-18753.736328125,-10126.6796875
46948.360068306,11659.2939453125,3164.604248046875,3818.057373046875,14182.380859375,14234.818359375,40832.4765625,-18719.13671875,-10089.732421875
46948.36044244,11694.431640625,3196.25439453125,3837.30224609375,14194.451171875,14229.119140625,40890.4765625,-18684.8046875,-10078.19921875
46948.360827324,11699.9296875,3200.814208984375,3860.90576171875,14201.291015625,14205.1796875,40941.5078125,-18676.01953125,-10055.19921875
46948.366339208,11702.34375,3197.7294921875,3834.955322265625,14205.984375,14234.6845703125,40888.12890625,-18692.984375,-10052.8525390625
46948.366796969,11682.0927734375,3177.9482421875,3806.591064453125,14179.7666015625,14217.5849609375,40847.2265625,-18709.01171875,-10079.6748046875
46948.367214104,11671.296875,3166.414794921875,3809.6083984375,14168.0986328125,14212.958984375,40873.24609375,-18712.833984375,-10102.3388671875
46948.367616864,11663.3173828125,3157.7646484375,3810.882568359375,14159.3818359375,14263.1826171875,40888.19921875,-18709.279296875,-10106.49609375
46948.367975623,11665.1279296875,3157.295166015625,3815.71044921875,14155.5595703125,14249.771484375,40876.796875,-18717.86328125,-10099.9921875
46948.368319381,11685.3115234375,3173.925048828125,3832.8095703125,14167.6962890625,14258.1533203125,40880.48828125,-18706.53125,-10086.3125
46948.368601263,11684.8427734375,3185.994873046875,3824.561767578125,14164.41015625,14274.4482421875,40892.35546875,-18691.77734375,-10081.8203125
